Manual Page,Examined
FcLangNormalize.3,no
FcLangSetAdd.3,no
FcLangSetCompare.3,no
FcLangSetContains.3,no
FcLangSetCopy.3,no
FcLangSetCreate.3,no
FcLangSetDel.3,no
FcLangSetDestroy.3,no
FcLangSetEqual.3,no
FcLangSetGetLangs.3,no
FcLangSetHasLang.3,no
FcLangSetHash.3,no
FcLangSetSubtract.3,no
FcLangSetUnion.3,no
FcMatrixCopy.3,no
FcMatrixEqual.3,no
FcMatrixInit.3,no
FcMatrixMultiply.3,no
FcMatrixRotate.3,no
FcMatrixScale.3,no
FcMatrixShear.3,no
FcNameConstant.3,no
FcNameGetConstant.3,no
FcNameGetObjectType.3,no
FcNameParse.3,no
FcNameRegisterConstants.3,no
FcNameRegisterObjectTypes.3,no
FcNameUnparse.3,no
FcNameUnregisterConstants.3,no
FcNameUnregisterObjectTypes.3,no
FcObjectSetAdd.3,no
FcObjectSetBuild.3,no
FcObjectSetCreate.3,no
FcObjectSetDestroy.3,no
FcPatternAdd.3,no
FcPatternAdd-Type.3,no
FcPatternAddWeak.3,no
FcPatternBuild.3,no
FcPatternCreate.3,no
FcPatternDel.3,no
FcPatternDestroy.3,no
FcPatternDuplicate.3,no
FcPatternEqual.3,no
FcPatternEqualSubset.3,no
FcPatternFilter.3,no
FcPatternFormat.3,no
FcPatternGet.3,no
FcPatternGet-Type.3,no
FcPatternHash.3,no
FcPatternPrint.3,no
FcPatternReference.3,no
FcPatternRemove.3,no
FcRangeCopy.3,no
FcRangeCreateDouble.3,no
FcRangeCreateInteger.3,no
FcRangeDestroy.3,no
FcRangeGetDouble.3,no
FcStrBasename.3,no
FcStrBuildFilename.3,no
FcStrCmp.3,no
FcStrCmpIgnoreCase.3,no
FcStrCopy.3,no
FcStrCopyFilename.3,no
FcStrDirname.3,no
FcStrDowncase.3,no
FcStrFree.3,no
FcStrListCreate.3,no
FcStrListDone.3,no
FcStrListFirst.3,no
FcStrListNext.3,no
FcStrPlus.3,no
FcStrSetAdd.3,no
FcStrSetAddFilename.3,no
FcStrSetCreate.3,no
FcStrSetDel.3,no
FcStrSetDestroy.3,no
FcStrSetEqual.3,no
FcStrSetMember.3,no
FcStrStr.3,no
FcStrStrIgnoreCase.3,no
FcToLower.3,no
FcUcs4ToUtf8.3,no
FcUtf16Len.3,no
FcUtf16ToUcs4.3,no
FcUtf8Len.3,no
FcUtf8ToUcs4.3,no
FcValueDestroy.3,no
FcValueEqual.3,no
FcValuePrint.3,no
FcValueSave.3,no
FcWeightFromOpenType.3,no
FcWeightToOpenType.3,no
GENERAL_NAME_new.3,no
GLwCreateMDrawingArea.3,no
GLwDrawingArea.3,no
GLwDrawingAreaMakeCurrent.3,no
GLwDrawingAreaSwapBuffers.3,no
GLwMDrawingArea.3,no
HMAC.3,no
HeightMMOfScreen.3,no
HeightOfScreen.3,no
IPAddressRange_new.3,no
ImageByteOrder.3,no
IsCursorKey.3,no
IsFunctionKey.3,no
IsKeypadKey.3,no
IsMiscFunctionKey.3,no
IsModifierKey.3,no
IsPFKey.3,no
IsPrivateKeypadKey.3,no
LastKnownRequestProcessed.3,no
MB_CUR_MAX.3,no
MD5.3,no
MD5Init.3,no
MaxCmapsOfScreen.3,no
MenuPopdown.3,no
MenuPopup.3,no
MinCmapsOfScreen.3,no
NAME_CONSTRAINTS_new.3,no
NextRequest.3,no
OBJ_NAME_add.3,no
OBJ_add_sigid.3,no
OBJ_create.3,no
OBJ_find_sigid_algs.3,no
OBJ_nid2obj.3,no
OCSP_CRLID_new.3,no
OCSP_REQUEST_new.3,no
OCSP_SERVICELOC_new.3,no
OCSP_cert_to_id.3,no
OCSP_request_add1_nonce.3,no
OCSP_resp_find_status.3,no
OCSP_response_status.3,no
OCSP_sendreq_new.3,no
OPENSSL_VERSION_NUMBER.3,no
OPENSSL_cleanse.3,no
OPENSSL_config.3,no
OPENSSL_init_crypto.3,no
OPENSSL_init_ssl.3,no
OPENSSL_load_builtin_modules.3,no
OPENSSL_malloc.3,no
OPENSSL_sk_new.3,no
OpenSSL_add_all_algorithms.3,no
PEM_ASN1_read.3,no
PEM_X509_INFO_read.3,no
PEM_bytes_read_bio.3,no
PEM_read.3,no
PEM_read_SSL_SESSION.3,no
PEM_read_bio_PrivateKey.3,no
PEM_write_bio_ASN1_stream.3,no
PEM_write_bio_CMS_stream.3,no
PEM_write_bio_PKCS7_stream.3,no
PKCS12_SAFEBAG_new.3,no
PKCS12_create.3,no
PKCS12_new.3,no
PKCS12_newpass.3,no
PKCS12_parse.3,no
PKCS5_PBKDF2_HMAC.3,no
PKCS7_add_attribute.3,no
PKCS7_dataFinal.3,no
PKCS7_dataInit.3,no
PKCS7_decrypt.3,no
PKCS7_encrypt.3,no
PKCS7_final.3,no
PKCS7_get_signer_info.3,no
PKCS7_new.3,no
PKCS7_set_content.3,no
PKCS7_set_type.3,no
PKCS7_sign.3,no
PKCS7_sign_add_signer.3,no
PKCS7_verify.3,no
PKCS8_PRIV_KEY_INFO_new.3,no
PKCS8_pkey_set0.3,no
PKEY_USAGE_PERIOD_new.3,no
POLICYINFO_new.3,no
PROXY_POLICY_new.3,no
PlanesOfScreen.3,no
ProtocolRevision.3,no
ProtocolVersion.3,no
QLength.3,no
RAND_add.3,no
RAND_bytes.3,no
RAND_load_file.3,no
RAND_set_rand_method.3,no
RC4.3,no
RIPEMD160.3,no
RMD160Init.3,no
RSA_PSS_PARAMS_new.3,no
RSA_blinding_on.3,no
RSA_check_key.3,no
RSA_generate_key.3,no
RSA_get0_key.3,no
RSA_get_ex_new_index.3,no
RSA_meth_new.3,no
RSA_new.3,no
RSA_padding_add_PKCS1_type_1.3,no
RSA_pkey_ctx_ctrl.3,no
RSA_print.3,no
RSA_private_encrypt.3,no
RSA_public_encrypt.3,no
RSA_security_bits.3,no
RSA_set_method.3,no
RSA_sign.3,no
RSA_sign_ASN1_OCTET_STRING.3,no
RSA_size.3,no
RootWindow.3,no
RootWindowOfScreen.3,no
SHA1.3,no
SHA1Init.3,no
SHA256Init.3,no
SMIME_crlf_copy.3,no
SMIME_read_ASN1.3,no
SMIME_read_CMS.3,no
SMIME_read_PKCS7.3,no
SMIME_text.3,no
SMIME_write_ASN1.3,no
SMIME_write_CMS.3,no
SMIME_write_PKCS7.3,no
SSL_CIPHER_get_name.3,no
SSL_COMP_add_compression_method.3,no
SSL_CTX_add1_chain_cert.3,no
SSL_CTX_add_extra_chain_cert.3,no
SSL_CTX_add_session.3,no
SSL_CTX_ctrl.3,no
SSL_CTX_flush_sessions.3,no
SSL_CTX_free.3,no
SSL_CTX_get0_certificate.3,no
SSL_CTX_get_ex_new_index.3,no
SSL_CTX_get_verify_mode.3,no
SSL_CTX_load_verify_locations.3,no
SSL_CTX_new.3,no
SSL_CTX_sess_number.3,no
SSL_CTX_sess_set_cache_size.3,no
SSL_CTX_sess_set_get_cb.3,no
SSL_CTX_sessions.3,no
SSL_CTX_set1_groups.3,no
SSL_CTX_set_alpn_select_cb.3,no
SSL_CTX_set_cert_store.3,no
SSL_CTX_set_cert_verify_callback.3,no
SSL_CTX_set_cipher_list.3,no
SSL_CTX_set_client_CA_list.3,no
SSL_CTX_set_client_cert_cb.3,no
SSL_CTX_set_default_passwd_cb.3,no
SSL_CTX_set_generate_session_id.3,no
SSL_CTX_set_info_callback.3,no
SSL_CTX_set_keylog_callback.3,no
SSL_CTX_set_max_cert_list.3,no
SSL_CTX_set_min_proto_version.3,no
SSL_CTX_set_mode.3,no
SSL_CTX_set_msg_callback.3,no
SSL_CTX_set_options.3,no
SSL_CTX_set_quiet_shutdown.3,no
SSL_CTX_set_read_ahead.3,no
SSL_CTX_set_security_level.3,no
SSL_CTX_set_session_cache_mode.3,no
SSL_CTX_set_session_id_context.3,no
SSL_CTX_set_ssl_version.3,no
SSL_CTX_set_timeout.3,no
SSL_CTX_set_tlsext_servername_callback.3,no
SSL_CTX_set_tlsext_status_cb.3,no
SSL_CTX_set_tlsext_ticket_key_cb.3,no
SSL_CTX_set_tlsext_use_srtp.3,no
SSL_CTX_set_tmp_dh_callback.3,no
SSL_CTX_set_tmp_rsa_callback.3,no
SSL_CTX_set_verify.3,no
SSL_CTX_use_certificate.3,no
SSL_SESSION_free.3,no
SSL_SESSION_get0_cipher.3,no
SSL_SESSION_get0_peer.3,no
SSL_SESSION_get_compress_id.3,no
SSL_SESSION_get_ex_new_index.3,no
SSL_SESSION_get_id.3,no
SSL_SESSION_get_protocol_version.3,no
SSL_SESSION_get_time.3,no
SSL_SESSION_has_ticket.3,no
SSL_SESSION_is_resumable.3,no
SSL_SESSION_new.3,no
SSL_SESSION_print.3,no
SSL_SESSION_set1_id_context.3,no
SSL_accept.3,no
SSL_alert_type_string.3,no
SSL_clear.3,no
SSL_connect.3,no
SSL_copy_session_id.3,no
SSL_do_handshake.3,no
SSL_dup.3,no
SSL_dup_CA_list.3,no
SSL_export_keying_material.3,no
SSL_free.3,no
SSL_get_SSL_CTX.3,no
SSL_get_certificate.3,no
SSL_get_ciphers.3,no
SSL_get_client_CA_list.3,no
SSL_get_client_random.3,no
SSL_get_current_cipher.3,no
SSL_get_default_timeout.3,no
SSL_get_error.3,no
SSL_get_ex_data_X509_STORE_CTX_idx.3,no
SSL_get_ex_new_index.3,no
SSL_get_fd.3,no
SSL_get_finished.3,no
SSL_get_peer_cert_chain.3,no
SSL_get_peer_certificate.3,no
SSL_get_rbio.3,no
SSL_get_server_tmp_key.3,no
SSL_get_session.3,no
SSL_get_shared_ciphers.3,no
SSL_get_state.3,no
SSL_get_verify_result.3,no
SSL_get_version.3,no
SSL_library_init.3,no
SSL_load_client_CA_file.3,no
SSL_new.3,no
SSL_num_renegotiations.3,no
SSL_pending.3,no
SSL_read.3,no
SSL_read_early_data.3,no
SSL_renegotiate.3,no
SSL_rstate_string.3,no
SSL_session_reused.3,no
SSL_set1_host.3,no
SSL_set1_param.3,no
SSL_set_SSL_CTX.3,no
SSL_set_bio.3,no
SSL_set_connect_state.3,no
SSL_set_fd.3,no
SSL_set_max_send_fragment.3,no
SSL_set_psk_use_session_callback.3,no
SSL_set_session.3,no
SSL_set_shutdown.3,no
SSL_set_tmp_ecdh.3,no
SSL_set_verify_result.3,no
SSL_shutdown.3,no
SSL_state_string.3,no
SSL_want.3,no
SSL_write.3,no
STACK_OF.3,no
SXNET_new.3,no
ScreenCount.3,no
ScreenNumberOfCCC.3,no
ScreenOfDisplay.3,no
ScreenWhitePointOfCCC.3,no
ServerVendor.3,no
SipHash24_Init.3,no
TS_REQ_new.3,no
UI_UTIL_read_pw.3,no
UI_create_method.3,no
UI_get_string_type.3,no
UI_new.3,no
VendorRelease.3,no
VisualOfCCC.3,no
WhitePixel.3,no
WhitePixelOfScreen.3,no
WidthMMOfScreen.3,no
WidthOfScreen.3,no
X25519.3,no
X509V3_EXT_print.3,no
X509V3_extensions_print.3,no
X509V3_get_d2i.3,no
X509_ALGOR_dup.3,no
X509_ATTRIBUTE_get0_object.3,no
X509_ATTRIBUTE_new.3,no
X509_ATTRIBUTE_set1_object.3,no
X509_CINF_new.3,no
X509_CRL_METHOD_new.3,no
X509_CRL_get0_by_serial.3,no
X509_CRL_new.3,no
X509_CRL_print.3,no
X509_EXTENSION_set_object.3,no
X509_INFO_new.3,no
X509_LOOKUP_hash_dir.3,no
X509_LOOKUP_new.3,no
X509_NAME_ENTRY_get_object.3,no
X509_NAME_add_entry_by_txt.3,no
X509_NAME_get_index_by_NID.3,no
X509_NAME_hash.3,no
X509_NAME_new.3,no
X509_NAME_print_ex.3,no
X509_OBJECT_get0_X509.3,no
X509_PKEY_new.3,no
X509_PUBKEY_new.3,no
X509_PURPOSE_set.3,no
X509_REQ_add1_attr.3,no
X509_REQ_add_extensions.3,no
X509_REQ_new.3,no
X509_REQ_print_ex.3,no
X509_REVOKED_new.3,no
X509_SIG_get0.3,no
X509_SIG_new.3,no
X509_STORE_CTX_get_error.3,no
X509_STORE_CTX_get_ex_new_index.3,no
X509_STORE_CTX_new.3,no
X509_STORE_CTX_set_flags.3,no
X509_STORE_CTX_set_verify.3,no
X509_STORE_CTX_set_verify_cb.3,no
X509_STORE_get_by_subject.3,no
X509_STORE_load_locations.3,no
X509_STORE_new.3,no
X509_STORE_set1_param.3,no
X509_STORE_set_verify_cb_func.3,no
X509_TRUST_set.3,no
X509_VERIFY_PARAM_new.3,no
X509_VERIFY_PARAM_set_flags.3,no
X509_add1_trust_object.3,no
X509_check_ca.3,no
X509_check_host.3,no
X509_check_issued.3,no
X509_check_private_key.3,no
X509_check_purpose.3,no
X509_check_trust.3,no
X509_cmp.3,no
X509_cmp_time.3,no
X509_digest.3,no
X509_find_by_subject.3,no
X509_get0_notBefore.3,no
X509_get0_signature.3,no
X509_get1_email.3,no
X509_get_extension_flags.3,no
X509_get_pubkey.3,no
X509_get_pubkey_parameters.3,no
X509_get_serialNumber.3,no
X509_get_subject_name.3,no
X509_get_version.3,no
X509_keyid_set1.3,no
X509_load_cert_file.3,no
X509_new.3,no
X509_ocspid_print.3,no
X509_policy_check.3,no
X509_policy_tree_get0_policies.3,no
X509_policy_tree_level_count.3,no
X509_print_ex.3,no
X509_sign.3,no
X509_signature_dump.3,no
X509_verify_cert.3,no
X509at_add1_attr.3,no
X509at_get_attr.3,no
X509v3_addr_add_inherit.3,no
X509v3_addr_get_range.3,no
X509v3_addr_inherits.3,no
X509v3_addr_subset.3,no
X509v3_addr_validate_path.3,no
X509v3_asid_add_id_or_range.3,no
X509v3_get_ext_by_NID.3,no
XActivateScreenSaver.3,no
XAddConnectionWatch.3,no
XAddHost.3,no
XAddHosts.3,no
XAddPixel.3,no
XAddToSaveSet.3,no
XAllocClassHint.3,no
XAllocColor.3,no
XAllocColorCells.3,no
XAllocColorPlanes.3,no
XAllocIconSize.3,no
XAllocNamedColor.3,no
XAllocSizeHints.3,no
XAllocStandardColormap.3,no
XAllocWMHints.3,no
XAllowDeviceEvents.3,no
XAllowEvents.3,no
XAnyEvent.3,no
XArc.3,no
XAutoRepeatOff.3,no
XAutoRepeatOn.3,no
XBaseFontNameListOfFontSet.3,no
XBell.3,no
XButtonEvent.3,no
XChangeActivePointerGrab.3,no
XChangeDeviceControl.3,no
XChangeDeviceDontPropagateList.3,no
XChangeDeviceKeyMapping.3,no
XChangeDeviceProperty.3,no
XChangeFeedbackControl.3,no
XChangeGC.3,no
XChangeKeyboardControl.3,no
XChangeKeyboardDevice.3,no
XChangeKeyboardMapping.3,no
XChangePointerControl.3,no
XChangePointerDevice.3,no
XChangeProperty.3,no
XChangeSaveSet.3,no
XChangeWindowAttributes.3,no
XChar2b.3,no
XCharStruct.3,no
XCheckIfEvent.3,no
XCheckMaskEvent.3,no
XCheckTypedEvent.3,no
XCheckTypedWindowEvent.3,no
XCheckWindowEvent.3,no
XCirculateEvent.3,no
XCirculateRequestEvent.3,no
XCirculateSubwindows.3,no
XCirculateSubwindowsDown.3,no
XCirculateSubwindowsUp.3,no
XClassHint.3,no
XClearArea.3,no
XClearWindow.3,no
XClientMessageEvent.3,no
XClipBox.3,no
XCloseDevice.3,no
XCloseDisplay.3,no
XCloseIM.3,no
XCloseOM.3,no
XColor.3,no
XColormapEvent.3,no
XCompose.3,no
XCompositeCreateRegionFromBorderClip.3,no
XCompositeGetOverlayWindow.3,no
XCompositeNameWindowPixmap.3,no
XCompositeQueryExtension.3,no
XCompositeQueryVersion.3,no
XCompositeRedirectSubwindows.3,no
XCompositeRedirectWindow.3,no
XCompositeReleaseOverlayWindow.3,no
XCompositeUnredirectSubwindows.3,no
XCompositeUnredirectWindow.3,no
XCompositeVersion.3,no
XConfigureEvent.3,no
XConfigureRequestEvent.3,no
XConfigureWindow.3,no
XContextDependentDrawing.3,no
XContextualDrawing.3,no
XConvertCase.3,no
XConvertSelection.3,no
XCopyArea.3,no
XCopyColormapAndFree.3,no
XCopyGC.3,no
XCopyPlane.3,no
XCreateBitmapFromData.3,no
XCreateColormap.3,no
XCreateFontCursor.3,no
XCreateFontSet.3,no
XCreateGC.3,no
XCreateGlyphCursor.3,no
XCreateIC.3,no
XCreateImage.3,no
XCreateOC.3,no
XCreatePixmap.3,no
XCreatePixmapCursor.3,no
XCreatePixmapFromBitmapData.3,no
XCreateRegion.3,no
XCreateSimpleWindow.3,no
XCreateWindow.3,no
XCreateWindowEvent.3,no
XCrossingEvent.3,no
XDGA.3,no
XDGAChangePixmapMode.3,no
XDGACloseFramebuffer.3,no
XDGACopyArea.3,no
XDGACopyTransparentArea.3,no
XDGACreateColormap.3,no
XDGAFillRectangle.3,no
XDGAGetViewportStatus.3,no
XDGAInstallColormap.3,no
XDGAKeyEventToXKeyEvent.3,no
XDGAOpenFramebuffer.3,no
XDGAQueryExtension.3,no
XDGAQueryModes.3,no
XDGAQueryVersion.3,no
XDGASelectInput.3,no
XDGASetClientVersion.3,no
XDGASetMode.3,no
XDGASetViewport.3,no
XDGASync.3,no
XDefaultString.3,no
XDefineCursor.3,no
XDeleteContext.3,no
XDeleteDeviceProperty.3,no
XDeleteModifiermapEntry.3,no
XDeleteProperty.3,no
XDestroyIC.3,no
XDestroyImage.3,no
XDestroyOC.3,no
XDestroyRegion.3,no
XDestroySubwindows.3,no
XDestroyWindow.3,no
XDestroyWindowEvent.3,no
XDeviceBell.3,no
XDeviceTimeCoord.3,no
XDirectionalDependentDrawing.3,no
XDisableAccessControl.3,no
XDisplayKeycodes.3,no
XDisplayMotionBufferSize.3,no
XDisplayName.3,no
XDisplayOfIM.3,no
XDisplayOfOM.3,no
XDrawArc.3,no
XDrawArcs.3,no
XDrawImageString.3,no
XDrawImageString16.3,no
XDrawLine.3,no
XDrawLines.3,no
XDrawPoint.3,no
XDrawPoints.3,no
XDrawRectangle.3,no
XDrawRectangles.3,no
XDrawSegments.3,no
XDrawString.3,no
XDrawString16.3,no
XDrawText.3,no
XDrawText16.3,no
XEmptyRegion.3,no
XEnableAccessControl.3,no
XEqualRegion.3,no
XErrorEvent.3,no
XEvent.3,no
XEventsQueued.3,no
XExposeEvent.3,no
XExtendedMaxRequestSize.3,no
XExtentsOfFontSet.3,no
XF86DGA.3,no
XF86VM.3,no
XF86VidModeAddModeLine.3,no
XF86VidModeDeleteModeLine.3,no
XF86VidModeGetAllModeLines.3,no
XF86VidModeGetDotClocks.3,no
XF86VidModeGetGamma.3,no
XF86VidModeGetGammaRamp.3,no
XF86VidModeGetGammaRampSize.3,no
XF86VidModeGetModeLine.3,no
XF86VidModeGetMonitor.3,no
XF86VidModeGetPermissions.3,no
XF86VidModeGetViewPort.3,no
XF86VidModeLockModeSwitch.3,no
XF86VidModeModModeLine.3,no
XF86VidModeQueryExtension.3,no
XF86VidModeQueryVersion.3,no
XF86VidModeSetClientVersion.3,no
XF86VidModeSetGamma.3,no
XF86VidModeSetGammaRamp.3,no
XF86VidModeSetViewPort.3,no
XF86VidModeSwitchMode.3,no
XF86VidModeSwitchToMode.3,no
XF86VidModeValidateModeLine.3,no
XFetchBuffer.3,no
XFetchBytes.3,no
XFetchName.3,no
XFillArc.3,no
XFillArcs.3,no
XFillPolygon.3,no
XFillRectangle.3,no
XFillRectangles.3,no
XFilterEvent.3,no
XFindContext.3,no
XFlush.3,no
XFocusChangeEvent.3,no
XFontProp.3,no
XFontSetExtents.3,no
XFontStruct.3,no
XFontsOfFontSet.3,no
XForceScreenSaver.3,no
XFree.3,no
XFree86-DGA.3,no
XFreeColormap.3,no
XFreeColors.3,no
XFreeCursor.3,no
XFreeDeviceList.3,no
XFreeEventData.3,no
XFreeExtensionList.3,no
XFreeFont.3,no
XFreeFontInfo.3,no
XFreeFontNames.3,no
XFreeFontPath.3,no
XFreeFontSet.3,no
XFreeGC.3,no
XFreeModifiermap.3,no
XFreePixmap.3,no
XFreeStringList.3,no
XGCValues.3,no
XGContextFromGC.3,no
XGenericEventCookie.3,no
XGetAtomName.3,no
XGetAtomNames.3,no
XGetClassHint.3,no
XGetCommand.3,no
XGetDeviceButtonMapping.3,no
XGetDeviceControl.3,no
XGetDeviceDontPropagateList.3,no
XGetDeviceFocus.3,no
XGetDeviceKeyMapping.3,no
XGetDeviceModifierMapping.3,no
XGetDeviceMotionEvents.3,no
XGetDeviceProperty.3,no
XGetErrorDatabaseText.3,no
XGetErrorText.3,no
XGetEventData.3,no
XGetExtensionVersion.3,no
XGetFeedbackControl.3,no
XGetFontPath.3,no
XGetFontProperty.3,no
XGetGCValues.3,no
XGetGeometry.3,no
XGetICValues.3,no
XGetIMValues.3,no
XGetIconName.3,no
XGetIconSizes.3,no
XGetImage.3,no
XGetInputFocus.3,no
XGetKeyboardControl.3,no
XGetKeyboardMapping.3,no
XGetModifierMapping.3,no
XGetMotionEvents.3,no
XGetOCValues.3,no
XGetOMValues.3,no
XGetPixel.3,no
XGetPointerControl.3,no
XGetPointerMapping.3,no
XGetRGBColormaps.3,no
XGetScreenSaver.3,no
XGetSelectedExtensionEvents.3,no
XGetSelectionOwner.3,no
XGetSubImage.3,no
XGetTextProperty.3,no
XGetTransientForHint.3,no
XGetVisualInfo.3,no
XGetWMClientMachine.3,no
XGetWMColormapWindows.3,no
XGetWMHints.3,no
XGetWMIconName.3,no
XGetWMName.3,no
XGetWMNormalHints.3,no
XGetWMProtocols.3,no
XGetWMSizeHints.3,no
XGetWindowAttributes.3,no
XGetWindowProperty.3,no
XGetXCBConnection.3,no
XGrabButton.3,no
XGrabDevice.3,no
XGrabDeviceButton.3,no
XGrabDeviceKey.3,no
XGrabKey.3,no
XGrabKeyboard.3,no
XGrabPointer.3,no
XGrabServer.3,no
XGraphicsExposeEvent.3,no
XGravityEvent.3,no
XHostAddress.3,no
XIAllowEvents.3,no
XIBarrierReleasePointer.3,no
XIBarrierReleasePointers.3,no
XIChangeHierarchy.3,no
XIChangeProperty.3,no
XIDefineCursor.3,no
XIDeleteProperty.3,no
XIFreeDeviceInfo.3,no
XIGetClientPointer.3,no
XIGetFocus.3,no
XIGetProperty.3,no
XIGetSelectedEvents.3,no
XIGrabButton.3,no
XIGrabDevice.3,no
XIGrabEnter.3,no
XIGrabFocusIn.3,no
XIGrabKeycode.3,no
XIGrabTouchBegin.3,no
XIListProperties.3,no
XIMOfIC.3,no
XIQueryDevice.3,no
XIQueryPointer.3,no
XIQueryVersion.3,no
XISelectEvents.3,no
XISetClientPointer.3,no
XISetFocus.3,no
XIUndefineCursor.3,no
XIUngrabButton.3,no
XIUngrabDevice.3,no
XIUngrabEnter.3,no
XIUngrabFocusIn.3,no
XIUngrabKeycode.3,no
XIUngrabTouchBegin.3,no
XIWarpPointer.3,no
XIconSize.3,no
XIconifyWindow.3,no
XIfEvent.3,no
XInitImage.3,no
XInitThreads.3,no
XInsertModifiermapEntry.3,no
XInstallColormap.3,no
XInternAtom.3,no
XInternAtoms.3,no
XInternalConnectionNumbers.3,no
XIntersectRegion.3,no
XKeyEvent.3,no
XKeyboardControl.3,no
XKeycodeToKeysym.3,no
XKeymapEvent.3,no
XKeysymToKeycode.3,no
XKeysymToString.3,no
XKillClient.3,no
XListDepths.3,no
XListDeviceProperties.3,no
XListExtensions.3,no
XListFonts.3,no
XListFontsWithInfo.3,no
XListHosts.3,no
XListInputDevices.3,no
XListInstalledColormaps.3,no
XListPixmapFormats.3,no
XListProperties.3,no
XLoadFont.3,no
XLoadQueryFont.3,no
XLocaleOfFontSet.3,no
XLocaleOfIM.3,no
XLocaleOfOM.3,no
XLockDisplay.3,no
XLookupColor.3,no
XLookupKeysym.3,no
XLookupString.3,no
XLowerWindow.3,no
XMapEvent.3,no
XMapRaised.3,no
XMapRequestEvent.3,no
XMapSubwindows.3,no
XMapWindow.3,no
XMappingEvent.3,no
XMaskEvent.3,no
XMatchVisualInfo.3,no
XMaxRequestSize.3,no
XModifierKeymap.3,no
XMotionEvent.3,no
XMoveResizeWindow.3,no
XMoveWindow.3,no
XNewModifiermap.3,no
XNextEvent.3,no
XNoExposeEvent.3,no
XNoOp.3,no
XOMOfOC.3,no
XOffsetRegion.3,no
XOpenDevice.3,no
XOpenDisplay.3,no
XOpenIM.3,no
XOpenOM.3,no
XParseColor.3,no
XParseGeometry.3,no
XPeekEvent.3,no
XPeekIfEvent.3,no
XPending.3,no
XPixmapFormatValues.3,no
XPoint.3,no
XPointInRegion.3,no
XPolygonRegion.3,no
XPresentFreeInput.3,no
XPresentNotifyMSC.3,no
XPresentPixmap.3,no
XPresentQueryCapabilities.3,no
XPresentQueryExtension.3,no
XPresentQueryVersion.3,no
XPresentSelectInput.3,no
XPresentVersion.3,no
XProcessInternalConnection.3,no
XPropertyEvent.3,no
XPutBackEvent.3,no
XPutImage.3,no
XPutPixel.3,no
XQueryBestCursor.3,no
XQueryBestSize.3,no
XQueryBestStipple.3,no
XQueryBestTile.3,no
XQueryColor.3,no
XQueryColors.3,no
XQueryDeviceState.3,no
XQueryExtension.3,no
XQueryFont.3,no
XQueryKeymap.3,no
XQueryPointer.3,no
XQueryTextExtents.3,no
XQueryTextExtents16.3,no
XQueryTree.3,no
XRRConfigCurrentConfiguration.3,no
XRRConfigCurrentRate.3,no
XRRConfigRates.3,no
XRRConfigRotations.3,no
XRRConfigSizes.3,no
XRRConfigTimes.3,no
XRRFreeScreenConfigInfo.3,no
XRRGetScreenInfo.3,no
XRRQueryExtension.3,no
XRRQueryVersion.3,no
XRRRootToScreen.3,no
XRRSelectInput.3,no
XRRSetScreenConfig.3,no
XRRSetScreenConfigAndRate.3,no
XRaiseWindow.3,no
XReadBitmapFile.3,no
XReadBitmapFileData.3,no
XRebindKeysym.3,no
XRecolorCursor.3,no
XReconfigureWMWindow.3,no
XRectInRegion.3,no
XRectangle.3,no
XRefreshKeyboardMapping.3,no
XRegisterIMInstantiateCallback.3,no
XRemoveConnectionWatch.3,no
XRemoveFromSaveSet.3,no
XRemoveHost.3,no
XRemoveHosts.3,no
XReparentEvent.3,no
XReparentWindow.3,no
XRes.3,no
XResQueryClientPixmapBytes.3,no
XResQueryClientResources.3,no
XResQueryClients.3,no
XResQueryExtension.3,no
XResQueryVersion.3,no
XResetScreenSaver.3,no
XResizeRequestEvent.3,no
XResizeWindow.3,no
XResourceManagerString.3,no
XRestackWindows.3,no
XRotateBuffers.3,no
XRotateWindowProperties.3,no
XSaveContext.3,no
XScreenNumberOfScreen.3,no
XScreenResourceString.3,no
XScreenSaverAllocInfo.3,no
XScreenSaverGetRegistered.3,no
XScreenSaverQueryExtension.3,no
XScreenSaverQueryInfo.3,no
XScreenSaverQueryVersion.3,no
XScreenSaverRegister.3,no
XScreenSaverSelectInput.3,no
XScreenSaverSetAttributes.3,no
XScreenSaverSuspend.3,no
XScreenSaverUnregister.3,no
XScreenSaverUnsetAttributes.3,no
XSegment.3,no
XSelectExtensionEvent.3,no
XSelectInput.3,no
XSelectionClearEvent.3,no
XSelectionEvent.3,no
XSelectionRequestEvent.3,no
XSendEvent.3,no
XSendExtensionEvent.3,no
XSetAccessControl.3,no
XSetAfterFunction.3,no
XSetArcMode.3,no
XSetBackground.3,no
XSetClassHint.3,no
XSetClipMask.3,no
XSetClipOrigin.3,no
XSetClipRectangles.3,no
XSetCloseDownMode.3,no
XSetCommand.3,no
XSetDashes.3,no
XSetDeviceButtonMapping.3,no
XSetDeviceFocus.3,no
XSetDeviceMode.3,no
XSetDeviceModifierMapping.3,no
XSetDeviceValuators.3,no
XSetErrorHandler.3,no
XSetEventQueueOwner.3,no
XSetFillRule.3,no
XSetFillStyle.3,no
XSetFont.3,no
XSetFontPath.3,no
XSetForeground.3,no
XSetFunction.3,no
XSetGraphicsExposure.3,no
XSetICFocus.3,no
XSetICValues.3,no
XSetIMValues.3,no
XSetIOErrorHandler.3,no
XSetIconName.3,no
XSetIconSizes.3,no
XSetInputFocus.3,no
